Nome: CURITIBA
Codigo Estacao: A807
Latitude: -25.448688
Longitude: -49.230602
Altitude: 922.91
Situacao: Operante
Data Inicial: 2019-12-01
Data Final: 2020-08-01
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL. HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR. AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO. HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR. HORARIA(%);VENTO. DIRECAO HORARIA (gr)(° (gr));VENTO. RAJADA MAXIMA(m/s);VENTO. VELOCIDADE HORARIA(m/s);
2019-12-25;0600;0;910.5;1014.751996;910.6;910.4;-2.617;20;18.5;16.3;18.6;18.4;null;null;12.5;null;null;87;49;3.6;1.4;
2019-12-25;0700;0;911;1015.346998;911;910.5;-1.586;20;18.4;15.8;18.6;18.4;16.3;15.8;12.5;87;84;85;41;4;1.6;
2019-12-25;0800;0;911.7;1016.316495;911.7;911;32.735;20;17.9;15.2;18.4;17.9;15.9;15.2;12.5;86;84;84;4;3.7;1.4;
2019-12-25;0900;0;912.3;1016.344022;912.3;911.7;524.811;20;19.6;15.7;19.6;17.9;15.7;15;12.8;84;79;79;2;3.3;.7;
2019-12-25;1000;0;912.7;1015.897105;912.7;912.3;1500.602;21;22;14.8;22.1;19.3;15.7;14.5;13.2;79;64;64;82;3;.7;
2019-12-25;1100;0;912.9;1015.642512;912.9;912.7;2359.814;24;23.3;14.8;23.8;21.6;15.8;14;13.6;66;58;59;358;4;.9;
2019-12-25;1200;0;913;1015.136273;913;912.9;3038.411;26;25;14.8;25.3;23.1;16;14.2;14;61;51;53;339;4.1;1.5;
2019-12-25;1300;0;912.6;1014.0104;913;912.6;3341.355;27;26.9;13.8;27.6;25;15.3;12.4;14.2;53;41;44;245;5.2;1.7;
2019-12-25;1400;0;912.3;1013.393075;912.6;912.3;2885.516;29;27.7;13.5;28.1;26.5;14.6;11.8;14;47;39;42;259;5.8;2.7;
2019-12-25;1500;0;911.7;1012.726589;912.3;911.7;3681.23;30;27.7;12;29.1;26.8;15.2;11.4;13.8;44;36;38;276;6.8;3.2;
2019-12-25;1600;0;911.2;1011.399284;911.7;911.1;4014.753;31;29.9;12.3;29.9;27.7;13.3;10.8;14;40;32;34;291;6.4;1.9;
2019-12-25;1700;0;910.6;1010.942514;911.2;910.6;3188.373;32;29.3;10.1;30.9;28.7;12.5;9.9;13.7;36;29;30;268;6.2;2.3;
2019-12-25;1800;0;910.1;1009.93548;910.6;910.1;2534.861;33;30.6;11.3;30.7;28.9;12.9;9.8;13.9;34;30;30;204;6.4;1.4;
2019-12-25;1900;0;910.1;1011.090744;910.2;910.1;1371.368;33;27.3;17.2;30.8;27.3;17.7;10.9;13.4;55;30;54;102;6.3;3.1;
2019-12-25;2000;0;910.6;1012.359871;910.6;910.1;299.237;30;25.3;17.9;27.2;25.3;18.1;16.7;12.9;64;54;64;96;6.5;3.2;
2019-12-25;2100;0;911.1;1013.603477;911.1;910.6;219.682;28;23.4;17.8;25.4;23.4;18.2;17.7;12.7;71;64;71;97;6.5;2.8;
2019-12-25;2200;0;911.8;1014.895343;911.8;911.1;-1.657;26;22;18.1;23.4;22;18.1;17.8;12.7;78;71;78;78;5.6;1.6;
2019-12-25;2300;0;912.2;1015.784675;912.3;911.8;-3.54;24;20.8;18.1;22;20.8;18.3;18.1;12.7;85;78;85;75;4.7;1.8;
2019-12-26;0000;0;912.8;null;912.8;912.2;-3.54;23;20.3;18.3;20.8;20.3;18.3;17.7;12.7;88;84;88;92;4.1;1.4;
2019-12-26;0100;0;913.1;1017.1228;913.2;912.8;-3.54;22;19.9;null;20.4;19.8;null;null;12.6;null;null;null;47;4;1.8;
2019-12-26;0200;0;913.3;1017.495617;913.4;913;-3.518;22;19.5;null;20;19.5;null;null;12.6;null;null;null;32;4.4;1.7;
2019-12-26;0300;0;912.9;1016.937467;913.4;912.9;-3.196;21;19.8;null;19.8;19.5;null;null;12.6;null;null;null;62;4.1;.9;
2019-12-26;0400;0;912.3;1016.306542;912.9;912.3;-3.481;21;19.7;17;20;19.6;19.7;17;12.6;100;84;85;32;3.5;.7;
2019-12-26;0500;0;912;1016.197554;912.3;912;-3.54;21;19.1;null;19.7;18.9;null;null;12.5;null;null;null;99;2.4;.7;
2019-12-26;0600;0;912.1;1016.497424;912.2;911.9;-3.54;20;18.6;null;19.1;18.3;null;null;12.5;null;null;null;92;1.9;.6;
2019-12-26;0700;0;912.9;1017.351215;912.9;912.1;-3.362;20;18.7;null;18.8;18.5;null;null;12.5;null;null;null;115;2.7;.8;
2019-12-26;0800;0;913.5;1017.982091;913.5;912.8;30.045;20;18.8;null;18.8;18.6;null;null;12.5;null;null;null;56;3.4;0;
2019-12-26;0900;0;914.1;1018.31175;914.2;913.5;540.272;20;19.7;16.3;20.3;18.8;null;null;12.7;null;null;80;1;2.1;.4;
2019-12-26;1000;0;914.4;1017.678621;914.5;914.1;1212.484;22;22.3;16.4;22.5;19.5;17.4;16.1;13.2;82;69;69;262;2.1;0;
2019-12-26;1100;0;914.2;1016.542871;914.4;914.1;2354.648;24;24.8;14;25.1;22.3;17.2;14;13.5;71;51;51;94;2.8;1;
2019-12-26;1200;0;914.5;1016.300265;914.5;914.2;2925.025;26;26.4;16.1;26.6;24.7;16.7;14.6;13.9;58;49;53;125;3.4;1.1;
2019-12-26;1300;0;914.2;1015.468156;914.5;914.1;2972.387;28;27.8;15.6;28.2;25.8;16.9;13.3;14.1;54;46;48;147;5.4;1.6;
2019-12-26;1400;0;913.9;1014.852225;914.2;913.7;3915.842;30;28.6;12.2;29.3;27.8;16.6;10.1;13.9;51;32;36;134;5.2;1.5;
2019-12-26;1500;0;913.3;1013.800054;913.9;913.3;3665.263;31;29.7;13.2;30.2;28.5;14.5;9.5;14.1;39;30;36;121;5.4;1.9;
2019-12-26;1600;0;913.1;1013.823219;913.3;913;3642.065;32;29;13.6;30.8;28.5;15.5;12.1;13.8;43;35;39;89;6.6;2.5;
2019-12-26;1700;0;912.7;1013.484489;913.1;912.6;2794.952;33;28.7;15.3;31.4;28.4;16;13.2;13.8;44;36;44;122;7.2;2.9;
2019-12-26;1800;0;912.4;1013.081097;912.7;912.4;2365.639;33;28.9;14.9;31.1;28.8;16.4;14.2;13.8;45;38;43;101;7.6;3.6;
2019-12-26;1900;0;912.4;1013.398059;912.6;912.2;1682.409;33;28;15.2;29.8;27.7;15.6;14.5;13.5;46;40;45;97;7.9;3.6;
2019-12-26;2000;0;912.3;1013.712673;912.4;912.1;960.893;32;26.8;13.3;28;26.8;15.3;13.3;13;47;43;43;98;8;4;
2019-12-26;2100;0;912.4;1014.831244;912.5;912.1;248.888;30;24;16.5;27;24;16.5;13.5;12.7;63;43;63;68;8;2.8;
2019-12-26;2200;0;913;1016.341791;913;912.4;-2.608;27;21.7;17.3;24;21.7;17.4;16.5;12.7;76;63;76;90;6.4;2.4;
2019-12-26;2300;0;913.4;1017.344723;913.4;913;-3.54;24;20.2;16.9;21.7;20.1;17.6;16.9;12.7;82;76;82;64;7.1;3.5;
2019-12-27;0000;0;914.1;null;914.2;913.4;-3.538;23;19.9;16.4;20.2;19.9;17;16.4;12.7;82;80;80;78;7.2;2.5;
2019-12-27;0100;0;914.8;1019.242049;914.8;914.1;-3.524;22;19.3;15.8;19.9;19.3;16.3;15.8;12.6;80;78;80;60;6.8;2.5;
2019-12-27;0200;0;914.8;1019.506462;915.2;914.8;-3.54;21;18.6;15.1;19.3;18.6;15.8;15.1;12.6;81;80;80;69;5.5;1.4;
2019-12-27;0300;0;914.3;1019.100844;914.8;914.2;-3.54;20;18.2;15;18.6;18.2;15.1;14.9;12.6;82;79;82;77;6.2;1.9;
2019-12-27;0400;0;913.7;1018.622078;914.3;913.7;-3.54;20;17.7;15;18.2;17.6;15.1;14.9;12.6;84;82;84;93;4.5;.6;
2019-12-27;0500;0;913.7;1018.850999;914;913.6;-3.54;19;17.1;15.5;17.7;17;15.5;14.7;12.5;90;84;90;78;2;0;
2019-12-27;0600;0;914.1;1019.258793;914.1;913.6;-3.54;18;17.2;14.2;17.2;17;15.5;14;12.5;90;82;83;101;3.3;1;
2019-12-27;0700;0;914.4;1019.74648;914.5;914.1;-3.54;18;16.8;14.2;17.2;16.8;14.2;14;12.5;85;82;85;101;4.1;1.2;
2019-12-27;0800;0;915.3;1020.55858;915.3;914.4;54.373;17;17.3;14.9;17.3;16.6;14.9;14.1;12.5;88;84;86;102;2.1;.5;
2019-12-27;0900;0;915.8;1020.280834;915.8;915.3;605.781;18;19.5;14.8;19.6;17.3;15.1;14.5;12.6;86;74;74;113;2.7;.3;
2019-12-27;1000;0;916.1;1020.015679;916.3;915.8;1327.097;20;21.1;14.8;21.1;19;15.2;13.9;13.3;74;67;67;60;4.1;1.8;
2019-12-27;1100;0;915.9;1019.20057;916.1;915.8;2397.647;22;22.7;14.1;22.7;21.1;15.2;13.2;13.6;67;55;58;64;5.7;3.3;
2019-12-27;1200;0;916;1018.76249;916;915.9;3088.638;24;24.2;13.2;24.4;22.5;14.6;12.7;14.1;59;49;50;77;6.3;2.7;
2019-12-27;1300;0;915.7;1017.993675;916;915.7;3601.025;26;25.4;13.2;25.8;24;15.2;12.8;14.2;54;46;47;54;6.6;2.5;
2019-12-27;1400;0;915.2;1016.970791;915.8;915.2;3948.079;28;26.7;14;26.7;25;15.1;13.1;13.9;52;44;46;101;6.7;2.9;
2019-12-27;1500;0;914.7;1016.130056;915.2;914.7;4004.217;29;27.5;14;27.7;26.2;15.1;11.5;14.1;49;38;43;77;7.1;3.1;
2019-12-27;1600;0;914.2;1015.681291;914.7;914.2;3804.415;30;27.2;14.2;28.3;26.5;15.1;13.2;14.1;48;41;45;75;8.3;3.5;
2019-12-27;1700;0;913.7;1015.125789;914.3;913.7;3413.716;31;27.2;13.9;27.9;26.9;14.8;12.8;14;47;40;44;69;7.8;3.7;
2019-12-27;1800;0;913.5;1014.903588;913.7;913.4;2792.561;31;27.2;13.7;27.5;26.6;14.7;12.5;13.9;46;41;44;112;7.8;2.7;
2019-12-27;1900;0;913.3;1015.25359;913.5;913.1;1964.216;31;25.6;15.2;27.3;25.5;15.6;13.4;13.7;54;42;53;75;9.6;3.7;
2019-12-27;2000;0;913.2;1015.866741;913.3;913.1;1066.873;30;23.6;14.9;25.9;23.6;15.7;14.7;13;58;52;58;85;9.6;3.5;
2019-12-27;2100;0;913.4;1016.861075;913.4;913.1;241.539;27;21.5;15.2;23.6;21.5;15.4;14.8;12.7;68;58;68;93;7.4;3.3;
2019-12-27;2200;0;914;1018.12533;914;913.4;-2.631;24;19.9;15.8;21.5;19.9;15.8;15.3;12.7;77;68;77;90;7.3;3.2;
2019-12-27;2300;0;914.2;1018.535907;914.2;914;-3.54;23;19.4;15.3;19.9;19.4;15.8;15.2;12.7;78;76;77;89;7;1.9;
2019-12-28;0000;0;914.9;null;914.9;914.2;-3.54;21;19.1;15.3;19.4;19.1;15.4;15.2;12.6;78;77;78;76;7.7;2.8;
2019-12-28;0100;0;914.8;1019.430779;915;914.8;-3.54;21;18.8;15.2;19.2;18.8;15.3;15.2;12.6;80;78;80;85;7.7;1.9;
2019-12-28;0200;0;914.6;1019.28357;914.8;914.6;-3.54;20;18.6;15.1;18.9;18.6;15.4;15;12.6;81;80;80;83;6.5;1.8;
2019-12-28;0300;0;914.3;1019.024984;914.7;914.3;-3.54;20;18.4;15.1;18.7;18.3;15.2;14.8;12.6;81;79;81;96;4.6;1.3;
2019-12-28;0400;0;913.9;1018.80698;914.3;913.9;-3.54;19;17.8;15.2;18.4;17.8;15.3;15.1;12.6;85;81;85;99;4.5;.7;
2019-12-28;0500;0;913.8;1018.84791;914;913.6;-3.54;19;17.4;16.1;17.9;17.4;16.1;15.1;12.5;92;84;92;102;2.6;.5;
2019-12-28;0600;0;913.5;1018.589768;913.8;913.4;-3.54;18;17.2;17.2;17.4;17.2;17.4;16.2;12.5;100;92;100;96;3;1.1;
2019-12-28;0700;0;913.9;1019.150561;913.9;913.5;-3.54;18;16.9;null;17.3;16.7;null;null;12.5;null;null;null;102;2.9;0;
2019-12-28;0800;0;914.1;1018.915883;914.2;913.9;38.897;18;18.1;null;18.1;16.8;null;null;12.5;null;null;null;93;2.5;.4;
2019-12-28;0900;0;914.4;1018.796381;914.4;914;470.341;19;19.3;15.8;19.9;18.1;18.2;15.8;12.7;100;79;80;49;3;1.4;
2019-12-28;1000;0;914.7;1018.643155;914.7;914.4;837.754;20;20.6;15.8;21;19.2;16.4;15.6;13.1;81;73;74;51;4;1.6;
2019-12-28;1100;0;914.9;1018.345854;914.9;914.7;1161.549;22;22;15.8;22;20.5;16.5;15.1;13.3;75;68;68;65;5.5;1.6;
2019-12-28;1200;0;914.5;1017.203436;914.9;914.5;2615.798;24;23.9;15.3;24.7;21.7;16.4;14.7;13.9;68;56;59;71;7;2.7;
2019-12-28;1300;0;914;1016.175903;914.6;914;3608.726;26;25.2;15.7;25.9;23.9;16.2;14.2;14.1;59;51;55;69;6.1;1.2;
2019-12-28;1400;0;913.5;1015.404022;914.1;913.5;3894.491;28;25.8;14.7;27;25;16.6;14.4;13.9;56;48;50;65;6.6;2.1;
2019-12-28;1500;0;912.7;1013.801998;913.5;912.7;3932.014;29;27.8;15.1;28.1;25.8;16.6;14.5;14.1;53;45;46;52;7.5;2;
2019-12-28;1600;0;912.2;1012.999623;912.7;912.2;3681.143;30;28.5;15.4;29.3;27.3;17;14.4;14.1;50;43;45;157;5.8;1.4;
2019-12-28;1700;0;911.9;1011.932935;912.2;911.9;3310.871;32;30.6;15.6;30.6;28.3;16.5;14.1;13.9;46;39;40;31;6.1;1;
2019-12-28;1800;0;911.6;1011.912985;911.9;911.6;2586.741;33;29.7;16.7;31.1;29.1;17;14.4;13.9;46;38;46;132;6.9;2.6;
2019-12-28;1900;0;911.4;1012.287364;911.7;911.4;1933.062;33;28;17.3;29.8;28;17.6;16.3;13.6;53;45;52;89;8;3.5;
2019-12-28;2000;0;911.7;1013.582797;911.7;911.4;1069.157;32;25.3;18.1;28.2;25.3;18.2;17.1;13;64;52;64;78;8;3.5;
2019-12-28;2100;0;912.1;1014.971983;912.1;911.7;259.322;29;22.7;18.1;25.4;22.7;18.3;17.6;12.7;76;64;75;82;7.3;2.2;
2019-12-28;2200;0;912.4;1015.784809;912.5;912.1;-.961;26;21.4;18;22.7;21.3;18.2;17.8;12.7;82;75;81;76;6.6;2.5;
2019-12-28;2300;0;913.1;1016.824093;913.1;912.4;-3.102;24;20.7;17.5;21.5;20.7;18.1;17.5;12.7;82;81;82;90;7.5;3.2;
2019-12-29;0000;0;913.2;null;913.3;913.1;-3.54;23;20.3;16.8;20.8;20.2;17.6;16.8;12.7;82;81;81;80;6.9;1.7;
2019-12-29;0100;0;913.6;1017.717241;913.7;913.1;-3.54;22;19.8;16.7;20.3;19.8;16.9;16.6;12.6;82;80;82;93;5.2;1.7;
2019-12-29;0200;0;913.6;1017.905046;913.7;913.4;-3.54;21;19.3;17;19.8;19.3;17;16.7;12.6;86;82;86;82;4.2;.8;
2019-12-29;0300;0;913.5;1017.718434;913.7;913.4;-3.54;21;19.5;16.6;19.5;19.2;17.2;16.5;12.6;88;83;83;103;3.6;1.8;
2019-12-29;0400;0;913;1017.161391;913.5;913;-3.376;21;19.5;16.1;19.6;19.4;16.6;16.1;12.6;83;81;81;101;3.8;.9;
2019-12-29;0500;0;912.4;1016.756278;913.1;912.3;-3.54;21;18.8;15.9;19.5;18.7;16.2;15.7;12.5;83;81;83;53;2.8;1.3;
2019-12-29;0600;0;912.1;1016.497424;912.5;912.1;-3.54;20;18.6;15.5;18.8;18.5;15.8;15.4;12.5;83;82;82;71;3;1.2;
2019-12-29;0700;0;912.1;1016.686552;912.1;911.9;-3.54;19;18.1;15.6;18.6;18.1;15.6;15.3;12.5;85;82;85;69;4;.5;
2019-12-29;0800;0;912.8;1017.504754;912.8;912.1;37.711;19;18;null;18.1;17.5;null;null;12.5;null;null;null;11;1.7;.5;
2019-12-29;0900;0;913.4;1017.344723;913.5;912.8;568.63;19;20.2;16.2;20.3;18;null;null;12.6;null;null;78;113;3;1.2;
2019-12-29;1000;0;913.8;1016.937234;913.8;913.4;1425.233;21;22.5;16.1;22.5;20.2;16.4;15.1;13.2;78;67;67;96;2.6;.5;
2019-12-29;1100;0;913.5;1016.127551;913.8;913.5;2247.226;24;23.8;15.4;24.2;21.9;16.8;14.7;13.5;67;59;59;90;3.4;.9;
2019-12-29;1200;0;913.3;1015.39765;913.5;913.2;3019.505;26;25.2;14.5;25.3;22.9;15.6;13.5;14;61;49;51;54;4.8;1.6;
2019-12-29;1300;0;913;1014.633288;913.3;913;3503.618;27;26.4;14.3;26.6;24.8;14.9;12.7;14.1;52;44;47;150;5;1.6;
2019-12-29;1400;0;912.3;1013.570381;913;912.3;3775.394;29;27.2;14.3;27.7;26.1;15.8;13.1;13.9;51;42;45;247;5.3;1.8;
2019-12-29;1500;0;911.9;1012.736894;912.4;911.9;3793.007;30;28.3;14.9;28.8;27;17.2;13;14.1;51;40;44;52;6.5;2.4;
2019-12-29;1600;0;911.4;1011.586463;911.8;911.4;3602.053;31;30;14.3;30;27.8;15.9;12.2;14.1;47;36;38;131;6.5;2.8;
2019-12-29;1700;0;910.9;1011.170824;911.4;910.9;3280.298;32;29.6;15.2;30.4;29.1;15.8;13;14;43;36;42;97;6.8;3.2;
2019-12-29;1800;0;910.3;1010.81947;910.9;910.2;2653.417;33;28.7;16.4;30.2;28.6;16.7;14.9;13.9;48;41;47;81;9.7;3.6;
2019-12-29;1900;0;909.6;1010.606096;910.3;909.6;1912.307;33;27.1;17.4;28.7;27.1;17.8;16.3;13.6;56;47;55;85;9.7;3.2;
2019-12-29;2000;0;909.9;1011.653509;909.9;909.5;1039.745;31;25.1;17.9;27.2;25;18.1;17.1;13.1;65;55;64;94;8;3.3;
2019-12-29;2100;0;910.4;1013.116855;910.4;909.9;280.065;29;22.6;17.4;25;22.6;17.9;17.4;12.7;72;64;72;69;7.3;3.6;
2019-12-29;2200;0;911.1;1014.448515;911.1;910.4;-1.527;26;21.1;17;22.6;21.1;17.5;17;12.7;78;72;78;94;6.6;1.9;
2019-12-29;2300;0;911.2;1014.85709;911.4;911.2;-3.54;24;20.3;16.8;21.1;20.2;17.1;16.7;12.7;81;78;81;69;6.3;1.8;
2019-12-30;0000;0;911.6;1015.56419;911.6;911.2;-3.54;22;19.6;16.1;20.3;19.5;16.8;16;12.7;81;80;80;95;5.9;2;
2019-12-30;0100;0;911.5;1015.56529;911.6;911.4;-3.54;21;19.3;16.2;19.6;19.2;16.2;16;12.6;82;80;82;106;4;1.4;
2019-12-30;0200;0;911.5;1015.828749;911.5;911.3;-3.54;21;18.6;15.6;19.3;18.6;16.2;15.6;12.6;83;82;82;97;5.5;.6;
2019-12-30;0300;0;911;1015.196152;911.5;911;-3.54;20;18.8;15.9;18.8;18.5;16;15.5;12.6;84;82;83;101;3.2;.9;
2019-12-30;0400;0;910.6;1014.901181;911.1;910.6;-3.54;20;18.4;15.4;18.8;18.4;15.9;15.3;12.6;84;82;82;71;3.5;1.3;
2019-12-30;0500;0;910.4;1014.905213;910.6;910.1;-3.54;19;17.8;14.9;18.5;17.8;15.4;14.9;12.5;83;82;83;84;4.5;.5;
2019-12-30;0600;0;910.6;1015.242036;910.6;910.3;-3.54;19;17.5;14.8;18;17.5;15.1;14.6;12.5;84;83;84;98;3.8;.7;
2019-12-30;0700;0;910.4;1015.247479;910.8;910.4;-3.54;18;16.9;15.2;17.5;16.9;15.6;14.4;12.5;92;84;90;52;2.5;.3;
2019-12-30;0800;0;910.4;1015.133142;910.5;910;41.276;18;17.2;17.2;17.2;16.8;17.2;15.2;12.5;100;90;100;92;2.1;.3;
2019-12-30;0900;0;910.8;1014.822898;910.8;910.4;539.885;18;19.2;15;19.4;17.3;17;15;12.6;100;77;77;60;3.3;1;
2019-12-30;1000;0;911.5;1014.893888;911.5;910.8;1319.379;20;21.1;15.5;21.2;19.1;15.7;14.8;13.2;77;70;70;81;3.7;1.6;
2019-12-30;1100;0;911.3;1014.338809;911.7;911.3;2114.443;23;22;14.9;23.1;21.1;16.1;14.5;13.6;71;61;64;49;6.1;2.3;
2019-12-30;1200;0;911.2;1013.387771;911.3;911;3051.877;25;24.3;14.8;24.9;21.8;16;14;14.1;65;52;56;69;6.1;2.6;
2019-12-30;1300;0;910.7;1012.723235;911.2;910.7;3524.308;27;24.6;14.1;26.2;24.1;16;13.9;14.2;59;50;52;37;7.8;2.5;
2019-12-30;1400;0;910.2;1011.414788;910.7;910.2;3824.548;28;26.7;15.2;27.5;24.6;16.8;14.2;13.9;54;46;49;78;6.6;2;
2019-12-30;1500;0;909.5;1010.10666;910.2;909.4;3811.163;29;28.2;15.3;28.7;26.6;16.2;14.6;14;52;44;45;138;5.7;1.5;
2019-12-30;1600;0;909;1009.586512;909.5;909;2117.022;30;28.1;15.2;29;26.7;16.4;14.3;13.9;48;43;45;83;5.2;2.2;
2019-12-30;1700;0;908.4;1008.291385;909.1;908.4;3039.513;31;29.9;14.8;30;28.2;15.9;13.7;14;45;39;40;125;4.9;1.3;
2019-12-30;1800;0;907.9;1007.97984;908.5;907.9;2555.536;33;29.2;16.1;31.1;28.9;16.6;14.4;13.9;46;39;45;97;6.6;3;
2019-12-30;1900;0;907.4;1007.914904;907.9;907.4;1969.204;33;27.8;16.7;29.7;27.8;17.1;15.9;13.6;51;44;51;96;6.1;2.7;
2019-12-30;2000;0;907.5;1008.450019;907.6;907.4;1043.253;32;26.6;17.6;28;26.3;17.6;16.7;13;58;51;58;93;6.4;2.6;
2019-12-30;2100;0;907.8;1009.8234;907.8;907.5;291.997;30;23.7;17.5;26.8;23.7;17.6;17.2;12.7;68;57;68;92;6.4;2.9;
2019-12-30;2200;0;908;1010.702379;908;907.8;1.9;27;21.9;18.1;23.7;21.9;18.1;17.5;12.7;79;68;79;91;6.3;2.3;
2019-12-30;2300;0;908.7;1011.924272;908.7;908;-3.285;25;20.7;19.1;21.9;20.7;19.1;18;12.7;91;79;91;58;5.6;2.6;
2019-12-31;0000;0;909.2;1012.406979;909.2;908.7;-1.358;24;20.9;18.1;20.9;20.7;20.7;18.1;12.7;100;84;84;98;6.7;2.5;
2019-12-31;0100;0;909.7;1013.074974;910;909.2;-1.129;23;20.6;17.4;20.9;20.6;18.1;17.4;12.6;84;82;82;95;6.4;2.1;
2019-12-31;0200;0;909.7;1013.223664;909.9;909.7;-1.53;23;20.2;16.9;20.7;20;17.6;16.7;12.6;83;81;81;100;7.2;2.2;
2019-12-31;0300;0;909.2;1012.965267;909.7;909.2;-3.21;22;19.4;16.8;20.2;19.3;16.9;16.7;12.6;86;81;85;81;6.5;.8;
2019-12-31;0400;0;909;1012.892306;909.2;908.7;-3.54;21;19;17.1;19.4;19;17.2;16.8;12.6;89;85;89;65;3.3;1.4;
2019-12-31;0500;0;908.7;1012.745896;909;908.7;-3.54;20;18.5;null;19;18.5;null;null;12.5;null;null;null;21;3.3;0;
2019-12-31;0600;0;908.8;1012.819712;908.8;908.5;-3.54;20;18.6;null;18.6;18.2;null;null;12.5;null;null;null;48;2.2;.8;
2019-12-31;0700;0;909.1;1013.041273;909.1;908.7;-3.54;20;18.9;null;18.9;18.6;null;null;12.5;null;null;null;29;2.5;.7;
2019-12-31;0800;0;909.5;1013.449452;909.5;909;33.808;20;19;18.1;19;18.6;null;null;12.5;100;89;95;33;2.8;.3;
2019-12-31;0900;0;909.7;1013.000788;909.8;909.5;491.653;20;20.8;16.8;20.9;19;18.2;16.4;12.7;95;78;78;66;2.9;.6;
2019-12-31;1000;0;910;1012.928596;910.1;909.7;1339.336;22;21.9;16.4;22.6;20.7;17.1;15.8;13.2;78;69;71;34;3.3;1;
2019-12-31;1100;0;909.8;1011.470471;910;909.7;2272.684;24;25.3;15.8;25.5;21.9;17.3;15.6;13.5;71;55;56;70;3.3;1.1;
2019-12-31;1200;0;909.5;1010.672498;909.8;909.4;2933.959;27;26.6;13.8;26.6;24.3;16.4;13.5;14;59;45;45;350;5.2;2.2;
2019-12-31;1300;0;909.2;1009.598003;909.6;909.2;3369.733;28;28.7;15.4;28.7;26.2;15.5;12.9;14;47;40;44;355;4.5;1.3;
2019-12-31;1400;0;908.5;1008.47186;909.2;908.5;3876.166;30;29.7;15.7;29.7;27.5;15.7;13.1;13.9;44;38;43;164;5;1.9;
2019-12-31;1500;0;908.1;1007.543725;908.5;908.1;3779.041;32;31.1;13.6;31.4;29.4;15.7;11.7;14;43;32;34;273;5.2;2.6;
2019-12-31;1600;0;907.3;1006.587402;908.1;907.3;2914.704;33;31.3;11.9;32.4;29.9;14.1;11.3;13.9;35;29;31;262;5.6;2.1;
2019-12-31;1700;0;906.2;1005.093439;907.3;906.2;3385.528;34;32.1;11.9;33;31.1;13.8;11.3;13.9;32;28;29;261;6.2;2.3;
2019-12-31;1800;0;905.6;1004.667109;906.2;905.6;2263.747;35;31.4;12.1;33;31.4;12.5;10.8;13.5;31;27;31;91;5.9;.7;
2019-12-31;1900;0;905.2;1004.878048;905.6;905.2;1141.952;34;29.5;17;31.4;29.5;17.4;12.1;13.4;47;31;47;89;6.5;2.9;
2019-12-31;2000;0;905.4;1005.553128;905.4;905.1;363.146;32;28.2;18.1;29.5;28.2;18.1;17;12.8;54;47;54;89;6.6;2;
2019-12-31;2100;0;905.9;1006.672035;905.9;905.4;162.829;31;26.6;18.7;28.3;26.6;18.7;18;12.7;62;54;62;96;4.4;1.8;
2019-12-31;2200;0;906.9;1008.425651;906.9;905.9;-2.895;29;24.8;19;26.5;24.8;19.1;18.7;12.7;70;62;70;95;4;1.5;
2019-12-31;2300;0;907.5;1009.707465;907.5;906.9;-3.54;27;23.1;19.3;24.8;23.1;19.3;18.9;12.7;79;70;79;111;3.6;.8;
2020-01-01;0000;0;908.1;null;908.2;907.4;-3.54;26;22.7;19.3;23.1;22.7;19.4;19.2;12.7;81;79;81;82;3.3;.3;
2020-01-01;0100;0;908;1010.665685;908.2;908;-3.54;25;22;19.2;22.9;22;19.4;19.2;12.6;84;81;84;71;3.2;1.1;
2020-01-01;0200;0;907.5;1010.292781;908.1;907.5;-3.536;24;21.5;null;22;21.4;null;null;12.6;null;null;null;52;3.5;1.1;
2020-01-01;0300;0;907.1;1009.957917;907.5;907.1;-2.745;23;21.2;null;21.5;21.1;null;null;12.6;null;null;null;64;3.6;.9;
2020-01-01;0400;0;907.1;1009.884261;907.3;907;-2.297;23;21.4;null;21.5;21.2;null;null;12.6;null;null;null;46;3.4;1.5;
2020-01-01;0500;0;906.5;1009.326725;907.1;906.5;-3.518;23;21.1;null;21.4;21.1;null;null;12.5;null;null;null;75;3.4;.3;
2020-01-01;0600;0;906.3;1009.214702;906.5;906.2;-3.54;23;20.8;null;21.2;20.8;null;null;12.5;null;null;null;28;2.6;.2;
